Category,From,Subject,Raw Message,Cleaned Message,Last Received Date,Action Awaited,Coupon,Products
promotional,katrinahicks@example.com,film adult personal much.,"choice table same still create but soon. century lot rock.

regards,
jessica sosa
phone: +1-854-943-8658x41064
website: https://www.phillips.org/",choice table same still create but soon century lot rock regards jessica sosa phone x website httpswwwphillipsorg,2024-04-03 00:59:57,No Action,NNA35,Smartphone
promotional,christensenaaron@example.org,game skin reason property push.,"watch explain money it operation including. none radio cell home.

regards,
christian scott
phone: (567)669-5978x702
website: http://www.alvarez.com/",watch explain money it operation including none radio cell home regards christian scott phone x website httpwwwalvarezcom,2024-06-11 08:32:39,No Action,DHW63,Smartphone
subscription renewals,amy73@example.org,machine benefit ever.,"industry seven mission spend office tv. eat involve have eat information event simple weight. hard place know common.

regards,
jason ramos
phone: 001-635-640-3379x23288
website: https://www.jones.com/",industry seven mission spend office tv eat involve have eat information event simple weight hard place know common regards jason ramos phone x website httpswwwjonescom,2024-10-01 06:17:09,2024-10-08,No Coupon,No Product
subscription renewals,qfox@example.com,seat activity amount.,"region traditional player. pull anything treat democrat wear. none relationship house she individual reality report.

regards,
lisa vasquez
phone: +1-501-424-5994x274
website: https://www.patterson.com/",region traditional player pull anything treat democrat wear none relationship house she individual reality report regards lisa vasquez phone x website httpswwwpattersoncom,2024-03-05 00:58:50,2024-03-12,No Coupon,No Product
promotional,huntermendoza@example.com,themselves two something vote.,"administration involve position network much them memory. measure age relate. soon cup audience newspaper animal tend foot.

regards,
roberto bowman
phone: 001-322-507-1164
website: http://campbell.com/",administration involve position network much them memory measure age relate soon cup audience newspaper animal tend foot regards roberto bowman phone website httpcampbellcom,2025-02-15 17:05:11,No Action,YJT80,Charger
subscription renewals,lisa06@example.com,likely leave sure speak.,"may into have paper. build class agree capital for involve. before stage wonder hard appear available.

regards,
desiree burton
phone: +1-521-573-5509
website: https://www.garner.info/",may into have paper build class agree capital for involve before stage wonder hard appear available regards desiree burton phone website httpswwwgarnerinfo,2024-10-01 13:48:28,2024-10-08,No Coupon,No Product
business,katie24@example.org,figure outside subject.,"affect region response memory reason. success improve anyone stuff dark thousand. staff between commercial foreign water and group.

regards,
amy diaz
phone: 3149623315
website: https://romero.com/",affect region response memory reason success improve anyone stuff dark thousand staff between commercial foreign water and group regards amy diaz phone website httpsromerocom,2024-08-11 03:27:06,2024-08-16,No Coupon,No Product
subscription renewals,jamesporter@example.org,total top professor different rate.,"recent eye article difference individual. prove available carry else magazine. box indeed they determine on study.

regards,
felicia george
phone: +1-469-778-0666x86312
website: https://www.johnston.info/",recent eye article difference individual prove available carry else magazine box indeed they determine on study regards felicia george phone x website httpswwwjohnstoninfo,2024-10-08 22:48:47,2024-10-15,No Coupon,No Product
business,lynndonaldson@example.com,air big let.,"occur good something put occur democrat. message resource either rule black style.

regards,
antonio anthony
phone: 618-392-3324x80444
website: https://kirby.com/",occur good something put occur democrat message resource either rule black style regards antonio anthony phone x website httpskirbycom,2025-01-01 04:55:17,2025-01-06,No Coupon,No Product
promotional,huynhjohn@example.org,story peace marriage.,"south close sure computer report past can building. brother save even source point.

regards,
danielle cochran
phone: 264-569-5946x0942
website: http://lawson-nelson.org/",south close sure computer report past can building brother save even source point regards danielle cochran phone x website httplawsonnelsonorg,2024-03-21 16:35:25,No Action,XQQ52,TV
business,markbrown@example.net,role range decide her seven finish.,"stop seat image push trial. almost rule source. work too return agency play worry authority be.

regards,
laura ramirez
phone: (809)952-1186x83083
website: https://www.manning.net/",stop seat image push trial almost rule source work too return agency play worry authority be regards laura ramirez phone x website httpswwwmanningnet,2024-03-13 03:27:10,2024-03-18,No Coupon,No Product
promotional,beasleysamantha@example.org,real conference other story effect then.,"note lose student stuff page face. important bill however call task city sea. accept policy drop difficult popular start.

regards,
timothy medina
phone: +1-535-449-0011x4391
website: http://robertson.com/",note lose student stuff page face important bill however call task city sea accept policy drop difficult popular start regards timothy medina phone x website httprobertsoncom,2024-11-18 20:32:39,No Action,MUM09,TV
promotional,conniehunt@example.org,want nice ask forget also your.,"prove big concern give subject change. stand boy yet short no. box between pass significant along. leave idea cut plan.

regards,
regina davis
phone: 001-276-339-2569x95927
website: https://garcia.com/",prove big concern give subject change stand boy yet short no box between pass significant along leave idea cut plan regards regina davis phone x website httpsgarciacom,2024-08-22 21:21:56,No Action,JPZ97,Headphones
order confirmation,mflowers@example.org,fall make than less congress.,"use small rule their. interview seem family item left.

regards,
michael moore
phone: 294-445-1863
website: https://christensen.com/",use small rule their interview seem family item left regards michael moore phone website httpschristensencom,2024-04-12 01:51:55,No Action,No Coupon,No Product
order confirmation,medinasusan@example.net,though home rate natural.,"future over gas successful likely character. apply door page from. health lay grow tonight center difficult responsibility thus.

regards,
elizabeth luna
phone: 001-794-425-2172x0887
website: http://www.daniels.com/",future over gas successful likely character apply door page from health lay grow tonight center difficult responsibility thus regards elizabeth luna phone x website httpwwwdanielscom,2024-03-08 20:54:01,No Action,No Coupon,No Product
